tem,rain,rain%,cloud,pressure,wind,gust,forecast,dateTime,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
32,2.1,0,18,1006,3,6,17,2010092203,0,0,0,0,0,0,0,0,1,0,0,0
36,0,0,33,1007,9,15,19,2010092206,0,0,0,0,0,0,0,0,1,0,0,0
39,1.1,0,46,1008,3,4,7,2010092209,0,0,0,0,0,0,0,0,1,0,0,0
42,0,0,34,1006,4,5,14,2010092212,0,0,0,0,0,0,0,0,1,0,0,0
40,0.2,0,37,1006,5,7,18,2010092215,0,0,0,0,0,0,0,0,1,0,0,0
31,0,0,63,1007,4,8,1,2010092218,0,0,0,0,0,0,0,0,1,0,0,0
29,1.5,0,74,1010,6,13,7,2010092221,0,0,0,0,0,0,0,0,1,0,0,0
28,0,0,53,1009,6,11,8,2010092300,0,0,0,0,0,0,0,0,1,0,0,0
26,0,0,39,1009,7,12,8,2010092303,0,0,0,0,0,0,0,0,1,0,0,0
26,0,0,40,1011,5,7,14,2010092306,0,0,0,0,0,0,0,0,1,0,0,0
29,0.1,0,51,1012,10,12,14,2010092309,0,0,0,0,0,0,0,0,1,0,0,0
31,0,0,26,1010,12,14,14,2010092312,0,0,0,0,0,0,0,0,1,0,0,0
29,0,0,48,1009,10,13,14,2010092315,0,0,0,0,0,0,0,0,1,0,0,0
25,0,0,45,1010,6,11,14,2010092318,0,0,0,0,0,0,0,0,1,0,0,0
22,0,0,47,1013,5,9,14,2010092321,0,0,0,0,0,0,0,0,1,0,0,0
21,0,0,76,1012,3,5,1,2010092400,0,0,0,0,0,0,0,0,1,0,0,0
21,0,0,55,1011,4,6,14,2010092403,0,0,0,0,0,0,0,0,1,0,0,0
21,0,0,60,1012,7,10,14,2010092406,0,0,0,0,0,0,0,0,1,0,0,0
31,0.1,0,70,1013,3,4,1,2010092409,0,0,0,0,0,0,0,0,1,0,0,0
37,0,0,31,1010,4,5,14,2010092412,0,0,0,0,0,0,0,0,1,0,0,0
34,0,0,73,1008,7,9,1,2010092415,0,0,0,0,0,0,0,0,1,0,0,0
29,0,0,63,1009,3,6,1,2010092418,0,0,0,0,0,0,0,0,1,0,0,0
27,0,0,100,1012,6,10,2,2010092421,0,0,0,0,0,0,0,0,1,0,0,0
27,0,0,100,1011,5,8,2,2010092500,0,0,0,0,0,0,0,0,1,0,0,0
26,0,0,100,1010,4,6,2,2010092503,0,0,0,0,0,0,0,0,1,0,0,0
28,0,0,96,1011,4,6,13,2010092506,0,0,0,0,0,0,0,0,1,0,0,0
39,0.7,0,68,1012,3,3,7,2010092509,0,0,0,0,0,0,0,0,1,0,0,0
39,0,0,40,1010,7,8,19,2010092512,0,0,0,0,0,0,0,0,1,0,0,0
37,4.4,0,52,1008,8,14,9,2010092515,0,0,0,0,0,0,0,0,1,0,0,0
31,5.3,0,22,1010,8,16,9,2010092518,0,0,0,0,0,0,0,0,1,0,0,0
29,1.9,0,35,1012,6,12,18,2010092521,0,0,0,0,0,0,0,0,1,0,0,0
28,1.9,0,53,1012,5,9,7,2010092600,0,0,0,0,0,0,0,0,1,0,0,0
27,0.5,0,62,1011,5,8,7,2010092603,0,0,0,0,0,0,0,0,1,0,0,0
29,1.6,0,55,1013,10,15,7,2010092606,0,0,0,0,0,0,0,0,1,0,0,0
36,1.3,0,56,1014,4,5,7,2010092609,0,0,0,0,0,0,0,0,1,0,0,0
39,3.9,0,57,1012,4,4,9,2010092612,0,0,0,0,0,0,0,0,1,0,0,0
36,4.6,0,82,1010,5,9,9,2010092615,0,0,0,0,0,0,0,0,1,0,0,0
30,5.4,0,85,1011,7,14,9,2010092618,0,0,0,0,0,0,0,0,1,0,0,0
28,0.9,0,81,1014,5,9,7,2010092621,0,0,0,0,0,0,0,0,1,0,0,0
28,0.1,0,100,1013,5,8,2,2010092700,0,0,0,0,0,0,0,0,1,0,0,0
28,0.3,0,64,1012,3,6,15,2010092703,0,0,0,0,0,0,0,0,1,0,0,0
30,0,0,65,1012,4,5,8,2010092706,0,0,0,0,0,0,0,0,1,0,0,0
37,0.6,0,72,1013,5,6,7,2010092709,0,0,0,0,0,0,0,0,1,0,0,0
38,1.6,0,47,1011,6,7,7,2010092712,0,0,0,0,0,0,0,0,1,0,0,0
37,2.3,0,34,1010,7,10,18,2010092715,0,0,0,0,0,0,0,0,1,0,0,0
30,2.1,0,36,1011,4,9,18,2010092718,0,0,0,0,0,0,0,0,1,0,0,0
29,1.5,0,27,1013,4,7,18,2010092721,0,0,0,0,0,0,0,0,1,0,0,0
27,0.6,0,36,1013,2,4,18,2010092800,0,0,0,0,0,0,0,0,1,0,0,0
26,0,0,100,1012,3,5,2,2010092803,0,0,0,0,0,0,0,0,1,0,0,0
29,0,0,44,1013,4,6,8,2010092806,0,0,0,0,0,0,0,0,1,0,0,0
37,0.5,0,51,1013,5,5,7,2010092809,0,0,0,0,0,0,0,0,1,0,0,0
40,1.1,0,36,1011,5,6,17,2010092812,0,0,0,0,0,0,0,0,1,0,0,0
38,2.7,0,20,1010,6,10,9,2010092815,0,0,0,0,0,0,0,0,1,0,0,0
31,3.2,0,14,1011,5,10,9,2010092818,0,0,0,0,0,0,0,0,1,0,0,0
29,0,0,23,1013,4,8,8,2010092821,0,0,0,0,0,0,0,0,1,0,0,0
27,0,0,100,1014,2,4,2,2010092900,0,0,0,0,0,0,0,0,1,0,0,0
26,0,0,100,1014,1,3,2,2010092903,0,0,0,0,0,0,0,0,1,0,0,0
30,0,0,28,1014,4,5,14,2010092906,0,0,0,0,0,0,0,0,1,0,0,0
38,0.2,0,43,1014,4,5,18,2010092909,0,0,0,0,0,0,0,0,1,0,0,0
43,0,0,29,1011,4,5,14,2010092912,0,0,0,0,0,0,0,0,1,0,0,0
40,3.5,0,15,1010,5,8,9,2010092915,0,0,0,0,0,0,0,0,1,0,0,0
31,4,0,19,1012,8,16,9,2010092918,0,0,0,0,0,0,0,0,1,0,0,0
29,0.2,0,22,1013,3,7,18,2010092921,0,0,0,0,0,0,0,0,1,0,0,0
28,0.3,0,21,1014,1,2,18,2010093000,0,0,0,0,0,0,0,0,1,0,0,0
27,0.4,0,22,1014,3,6,18,2010093003,0,0,0,0,0,0,0,0,1,0,0,0
30,0,0,17,1014,4,6,0,2010093006,0,0,0,0,0,0,0,0,1,0,0,0
37,0.5,0,31,1014,5,6,18,2010093009,0,0,0,0,0,0,0,0,1,0,0,0
41,0,0,45,1012,4,5,14,2010093012,0,0,0,0,0,0,0,0,1,0,0,0
37,1,0,65,1011,4,5,7,2010093015,0,0,0,0,0,0,0,0,1,0,0,0
29,0,0,40,1011,5,11,14,2010093018,0,0,0,0,0,0,0,0,1,0,0,0
29,1.1,0,34,1013,3,5,18,2010093021,0,0,0,0,0,0,0,0,1,0,0,0
28,5.7,0,23,1013,5,10,9,2010100100,0,0,0,0,0,0,0,0,0,1,0,0
27,4.3,0,52,1012,4,8,9,2010100103,0,0,0,0,0,0,0,0,0,1,0,0
29,6.6,0,21,1013,8,12,9,2010100106,0,0,0,0,0,0,0,0,0,1,0,0
37,0.8,0,53,1013,4,5,7,2010100109,0,0,0,0,0,0,0,0,0,1,0,0
40,0.8,0,54,1011,4,4,7,2010100112,0,0,0,0,0,0,0,0,0,1,0,0
37,0.8,0,52,1009,5,7,7,2010100115,0,0,0,0,0,0,0,0,0,1,0,0
31,0,0,25,1010,3,7,0,2010100118,0,0,0,0,0,0,0,0,0,1,0,0
29,2.1,0,29,1012,4,9,18,2010100121,0,0,0,0,0,0,0,0,0,1,0,0
29,3.5,0,14,1012,3,7,9,2010100200,0,0,0,0,0,0,0,0,0,1,0,0
27,0.2,0,19,1012,5,9,18,2010100203,0,0,0,0,0,0,0,0,0,1,0,0
28,0.1,0,24,1013,7,11,0,2010100206,0,0,0,0,0,0,0,0,0,1,0,0
35,1,0,20,1013,7,8,18,2010100209,0,0,0,0,0,0,0,0,0,1,0,0
37,0.3,0,41,1011,8,10,18,2010100212,0,0,0,0,0,0,0,0,0,1,0,0
37,0.5,0,26,1009,6,8,18,2010100215,0,0,0,0,0,0,0,0,0,1,0,0
30,0,0,17,1011,4,9,0,2010100218,0,0,0,0,0,0,0,0,0,1,0,0
27,2.1,0,22,1014,10,22,18,2010100221,0,0,0,0,0,0,0,0,0,1,0,0
26,0.6,0,16,1014,11,21,18,2010100300,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,23,1013,10,18,0,2010100303,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,32,1014,11,19,14,2010100306,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,33,1015,15,20,14,2010100309,0,0,0,0,0,0,0,0,0,1,0,0
31,0,0,27,1012,17,21,14,2010100312,0,0,0,0,0,0,0,0,0,1,0,0
31,0,0,45,1012,10,16,14,2010100315,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,45,1012,11,23,14,2010100318,0,0,0,0,0,0,0,0,0,1,0,0
25,0.3,0,45,1014,9,19,18,2010100321,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,45,1014,11,22,14,2010100400,0,0,0,0,0,0,0,0,0,1,0,0
21,0.2,0,64,1013,9,17,7,2010100403,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,75,1014,13,27,1,2010100406,0,0,0,0,0,0,0,0,0,1,0,0
22,0.2,0,88,1014,10,17,7,2010100409,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,87,1012,9,16,1,2010100412,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,74,1011,6,11,1,2010100415,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,65,1012,3,7,1,2010100418,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,46,1014,7,14,14,2010100421,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,77,1014,8,16,1,2010100500,0,0,0,0,0,0,0,0,0,1,0,0
20,0.3,0,53,1013,9,18,15,2010100503,0,0,0,0,0,0,0,0,0,1,0,0
19,0,0,54,1013,8,17,14,2010100506,0,0,0,0,0,0,0,0,0,1,0,0
21,0.2,0,46,1014,10,18,15,2010100509,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,44,1012,7,9,14,2010100512,0,0,0,0,0,0,0,0,0,1,0,0
27,0,0,66,1011,4,6,1,2010100515,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,74,1013,4,9,1,2010100518,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,45,1014,8,16,14,2010100521,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,23,1013,3,5,0,2010100600,0,0,0,0,0,0,0,0,0,1,0,0
19,0,0,42,1013,6,12,14,2010100603,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,41,1013,10,19,14,2010100606,0,0,0,0,0,0,0,0,0,1,0,0
25,0.2,0,76,1014,8,11,5,2010100609,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,84,1012,6,9,1,2010100612,0,0,0,0,0,0,0,0,0,1,0,0
29,0,0,27,1011,5,7,14,2010100615,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,15,1012,1,2,0,2010100618,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,32,1014,6,14,14,2010100621,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,34,1013,3,6,14,2010100700,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,40,1012,7,14,14,2010100703,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,31,1012,7,12,14,2010100706,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,46,1013,10,12,14,2010100709,0,0,0,0,0,0,0,0,0,1,0,0
29,0,0,45,1011,11,14,14,2010100712,0,0,0,0,0,0,0,0,0,1,0,0
30,0,0,44,1010,6,9,14,2010100715,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,44,1011,10,21,14,2010100718,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,61,1013,3,7,14,2010100721,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,46,1012,8,15,14,2010100800,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,32,1012,7,13,14,2010100803,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,31,1012,7,11,14,2010100806,0,0,0,0,0,0,0,0,0,1,0,0
30,0,0,38,1012,9,11,14,2010100809,0,0,0,0,0,0,0,0,0,1,0,0
34,0,0,23,1010,8,10,0,2010100812,0,0,0,0,0,0,0,0,0,1,0,0
34,0,0,18,1009,5,6,0,2010100815,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,16,1010,3,5,0,2010100818,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,23,1011,2,4,0,2010100821,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,23,1010,1,2,0,2010100900,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,23,1009,4,8,0,2010100903,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,29,1009,4,5,14,2010100906,0,0,0,0,0,0,0,0,0,1,0,0
34,0,0,22,1009,4,4,0,2010100909,0,0,0,0,0,0,0,0,0,1,0,0
38,0,0,24,1006,4,5,0,2010100912,0,0,0,0,0,0,0,0,0,1,0,0
36,0,0,33,1004,7,9,14,2010100915,0,0,0,0,0,0,0,0,0,1,0,0
29,0,0,24,1006,10,19,0,2010100918,0,0,0,0,0,0,0,0,0,1,0,0
27,0.9,0,33,1008,7,13,18,2010100921,0,0,0,0,0,0,0,0,0,1,0,0
27,1.7,0,34,1008,8,15,18,2010101000,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,100,1006,4,8,2,2010101003,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,50,1006,7,10,14,2010101006,0,0,0,0,0,0,0,0,0,1,0,0
36,0.1,0,60,1006,6,7,14,2010101009,0,0,0,0,0,0,0,0,0,1,0,0
40,0,0,37,1004,11,12,14,2010101012,0,0,0,0,0,0,0,0,0,1,0,0
38,0.2,0,50,1003,10,14,18,2010101015,0,0,0,0,0,0,0,0,0,1,0,0
31,0.1,0,56,1005,8,14,14,2010101018,0,0,0,0,0,0,0,0,0,1,0,0
29,0.1,0,53,1007,7,11,8,2010101021,0,0,0,0,0,0,0,0,0,1,0,0
29,0.6,0,67,1008,8,13,7,2010101100,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,100,1008,4,7,2,2010101103,0,0,0,0,0,0,0,0,0,1,0,0
30,0,0,80,1009,6,9,8,2010101106,0,0,0,0,0,0,0,0,0,1,0,0
38,3.8,0,68,1010,6,9,9,2010101109,0,0,0,0,0,0,0,0,0,1,0,0
40,0.6,0,58,1008,10,11,7,2010101112,0,0,0,0,0,0,0,0,0,1,0,0
38,2.4,0,41,1008,10,15,7,2010101115,0,0,0,0,0,0,0,0,0,1,0,0
32,1.9,0,51,1010,13,24,7,2010101118,0,0,0,0,0,0,0,0,0,1,0,0
30,0.1,0,100,1012,6,11,2,2010101121,0,0,0,0,0,0,0,0,0,1,0,0
29,0,0,100,1011,6,10,2,2010101200,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,100,1011,4,6,2,2010101203,0,0,0,0,0,0,0,0,0,1,0,0
30,0,0,68,1012,4,5,8,2010101206,0,0,0,0,0,0,0,0,0,1,0,0
40,0.5,0,56,1013,3,4,7,2010101209,0,0,0,0,0,0,0,0,0,1,0,0
40,0.7,0,54,1011,8,9,7,2010101212,0,0,0,0,0,0,0,0,0,1,0,0
38,1.5,0,39,1009,7,10,7,2010101215,0,0,0,0,0,0,0,0,0,1,0,0
32,1.3,0,31,1011,7,13,18,2010101218,0,0,0,0,0,0,0,0,0,1,0,0
31,0.6,0,18,1013,5,9,18,2010101221,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,100,1012,2,4,2,2010101300,0,0,0,0,0,0,0,0,0,1,0,0
27,0,0,50,1012,3,6,8,2010101303,0,0,0,0,0,0,0,0,0,1,0,0
30,0,0,44,1012,4,6,14,2010101306,0,0,0,0,0,0,0,0,0,1,0,0
38,0.5,0,62,1012,4,4,7,2010101309,0,0,0,0,0,0,0,0,0,1,0,0
39,0,0,72,1009,4,5,1,2010101312,0,0,0,0,0,0,0,0,0,1,0,0
37,1.1,0,59,1008,6,8,7,2010101315,0,0,0,0,0,0,0,0,0,1,0,0
31,0.7,0,23,1009,4,8,18,2010101318,0,0,0,0,0,0,0,0,0,1,0,0
29,0,0,31,1011,4,7,8,2010101321,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,12,1011,0,1,0,2010101400,0,0,0,0,0,0,0,0,0,1,0,0
27,0,0,23,1010,4,7,8,2010101403,0,0,0,0,0,0,0,0,0,1,0,0
29,0,0,27,1011,4,6,14,2010101406,0,0,0,0,0,0,0,0,0,1,0,0
38,0.2,0,30,1012,4,5,18,2010101409,0,0,0,0,0,0,0,0,0,1,0,0
40,1.1,0,45,1009,5,6,7,2010101412,0,0,0,0,0,0,0,0,0,1,0,0
39,0.9,0,17,1008,5,6,18,2010101415,0,0,0,0,0,0,0,0,0,1,0,0
31,1.8,0,21,1009,5,11,18,2010101418,0,0,0,0,0,0,0,0,0,1,0,0
28,6.1,0,36,1011,4,8,9,2010101421,0,0,0,0,0,0,0,0,0,1,0,0
26,2.6,0,40,1012,10,20,9,2010101500,0,0,0,0,0,0,0,0,0,1,0,0
25,0.3,0,89,1012,9,16,7,2010101503,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,71,1013,13,22,1,2010101506,0,0,0,0,0,0,0,0,0,1,0,0
27,2.4,0,45,1015,13,17,7,2010101509,0,0,0,0,0,0,0,0,0,1,0,0
31,0,0,62,1013,13,16,14,2010101512,0,0,0,0,0,0,0,0,0,1,0,0
31,0.4,0,81,1012,9,13,7,2010101515,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,45,1013,8,16,14,2010101518,0,0,0,0,0,0,0,0,0,1,0,0
25,0.9,0,83,1014,10,19,7,2010101521,0,0,0,0,0,0,0,0,0,1,0,0
21,0.5,0,100,1014,10,20,5,2010101600,0,0,0,0,0,0,0,0,0,1,0,0
21,0.9,0,100,1012,9,16,7,2010101603,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,100,1013,9,15,13,2010101606,0,0,0,0,0,0,0,0,0,1,0,0
25,1.2,0,100,1014,9,13,6,2010101609,0,0,0,0,0,0,0,0,0,1,0,0
25,0.4,0,74,1012,8,11,15,2010101612,0,0,0,0,0,0,0,0,0,1,0,0
25,1.5,0,52,1011,7,12,16,2010101615,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,86,1012,9,16,8,2010101618,0,0,0,0,0,0,0,0,0,1,0,0
21,1.9,0,99,1013,6,11,6,2010101621,0,0,0,0,0,0,0,0,0,1,0,0
21,1.2,0,100,1013,7,12,6,2010101700,0,0,0,0,0,0,0,0,0,1,0,0
21,0.8,0,85,1012,7,12,6,2010101703,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,100,1013,9,15,8,2010101706,0,0,0,0,0,0,0,0,0,1,0,0
25,1.3,0,100,1015,7,10,6,2010101709,0,0,0,0,0,0,0,0,0,1,0,0
22,2.4,0,100,1013,8,11,6,2010101712,0,0,0,0,0,0,0,0,0,1,0,0
22,4.3,0,46,1013,8,13,12,2010101715,0,0,0,0,0,0,0,0,0,1,0,0
21,3.9,0,37,1014,8,15,12,2010101718,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,100,1015,9,16,2,2010101721,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,100,1014,7,13,2,2010101800,0,0,0,0,0,0,0,0,0,1,0,0
21,1.8,0,71,1014,6,10,16,2010101803,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,83,1015,6,10,8,2010101806,0,0,0,0,0,0,0,0,0,1,0,0
21,2.9,0,100,1016,8,13,11,2010101809,0,0,0,0,0,0,0,0,0,1,0,0
25,3.6,0,74,1014,8,12,12,2010101812,0,0,0,0,0,0,0,0,0,1,0,0
25,0.1,0,100,1012,7,11,8,2010101815,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,68,1014,8,15,8,2010101818,0,0,0,0,0,0,0,0,0,1,0,0
21,0.2,0,63,1015,7,14,7,2010101821,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,47,1014,8,15,8,2010101900,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,38,1013,7,14,8,2010101903,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,22,1015,7,11,0,2010101906,0,0,0,0,0,0,0,0,0,1,0,0
29,0,0,31,1016,11,13,14,2010101909,0,0,0,0,0,0,0,0,0,1,0,0
31,0,0,17,1013,10,12,0,2010101912,0,0,0,0,0,0,0,0,0,1,0,0
32,0,0,20,1012,5,7,0,2010101915,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,21,1014,4,8,0,2010101918,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,12,1014,6,12,0,2010101921,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,12,1013,7,14,0,2010102000,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,13,1013,6,14,0,2010102003,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,10,1014,6,9,0,2010102006,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,16,1014,12,15,0,2010102009,0,0,0,0,0,0,0,0,0,1,0,0
30,0,0,11,1011,13,16,0,2010102012,0,0,0,0,0,0,0,0,0,1,0,0
32,0,0,5,1009,6,8,0,2010102015,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,4,1010,8,17,0,2010102018,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,3,1013,5,11,0,2010102021,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,4,1012,7,15,0,2010102100,0,0,0,0,0,0,0,0,0,1,0,0
19,0,0,5,1011,8,16,0,2010102103,0,0,0,0,0,0,0,0,0,1,0,0
19,0,0,5,1011,6,8,0,2010102106,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,5,1012,9,10,0,2010102109,0,0,0,0,0,0,0,0,0,1,0,0
30,0,0,6,1009,11,13,0,2010102112,0,0,0,0,0,0,0,0,0,1,0,0
31,0,0,9,1007,4,5,0,2010102115,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,6,1009,2,4,0,2010102118,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,10,1011,4,8,0,2010102121,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,7,1010,5,11,0,2010102200,0,0,0,0,0,0,0,0,0,1,0,0
19,0,0,5,1010,5,11,0,2010102203,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,2,1010,4,5,0,2010102206,0,0,0,0,0,0,0,0,0,1,0,0
29,0,0,0,1011,7,8,0,2010102209,0,0,0,0,0,0,0,0,0,1,0,0
32,0,0,0,1008,8,10,0,2010102212,0,0,0,0,0,0,0,0,0,1,0,0
34,0,0,0,1007,4,5,0,2010102215,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,0,1008,1,2,0,2010102218,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,0,1010,3,7,0,2010102221,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,0,1010,3,7,0,2010102300,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,1,1009,4,6,0,2010102303,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,2,1010,4,5,0,2010102306,0,0,0,0,0,0,0,0,0,1,0,0
30,0,0,3,1011,5,5,0,2010102309,0,0,0,0,0,0,0,0,0,1,0,0
33,0,0,3,1008,4,5,0,2010102312,0,0,0,0,0,0,0,0,0,1,0,0
33,0,0,4,1006,3,4,0,2010102315,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,4,1008,1,3,0,2010102318,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,6,1009,6,12,0,2010102321,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,9,1009,5,11,0,2010102400,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,13,1008,1,2,8,2010102403,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,15,1009,2,3,0,2010102406,0,0,0,0,0,0,0,0,0,1,0,0
32,0,0,36,1010,3,4,14,2010102409,0,0,0,0,0,0,0,0,0,1,0,0
36,0,0,18,1008,4,5,0,2010102412,0,0,0,0,0,0,0,0,0,1,0,0
34,0,0,16,1007,4,5,0,2010102415,0,0,0,0,0,0,0,0,0,1,0,0
27,0,0,19,1009,5,11,0,2010102418,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,19,1011,6,11,0,2010102421,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,34,1011,4,6,8,2010102500,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,100,1011,2,4,2,2010102503,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,32,1013,4,5,14,2010102506,0,0,0,0,0,0,0,0,0,1,0,0
30,0.1,0,32,1014,4,5,14,2010102509,0,0,0,0,0,0,0,0,0,1,0,0
33,0.3,0,62,1012,6,7,7,2010102512,0,0,0,0,0,0,0,0,0,1,0,0
31,0.1,0,56,1011,5,7,14,2010102515,0,0,0,0,0,0,0,0,0,1,0,0
27,0.1,0,37,1013,4,7,14,2010102518,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,36,1015,7,13,14,2010102521,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,65,1016,6,12,1,2010102600,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,62,1016,8,14,14,2010102603,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,56,1018,5,7,14,2010102606,0,0,0,0,0,0,0,0,0,1,0,0
27,0,0,47,1018,12,14,14,2010102609,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,86,1016,13,15,1,2010102612,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,72,1015,10,14,1,2010102615,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,75,1017,8,16,1,2010102618,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,44,1019,8,13,14,2010102621,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,45,1020,8,13,14,2010102700,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,60,1020,9,14,14,2010102703,0,0,0,0,0,0,0,0,0,1,0,0
19,0,0,48,1021,8,13,14,2010102706,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,74,1022,11,13,1,2010102709,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,44,1019,10,12,14,2010102712,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,51,1020,11,17,14,2010102715,0,0,0,0,0,0,0,0,0,1,0,0
19,0,0,59,1021,12,23,14,2010102718,0,0,0,0,0,0,0,0,0,1,0,0
18,0,0,43,1022,5,9,14,2010102721,0,0,0,0,0,0,0,0,0,1,0,0
18,0,0,46,1022,6,11,14,2010102800,0,0,0,0,0,0,0,0,0,1,0,0
17,0,0,33,1022,7,11,14,2010102803,0,0,0,0,0,0,0,0,0,1,0,0
17,0,0,26,1022,11,16,14,2010102806,0,0,0,0,0,0,0,0,0,1,0,0
21,0,0,21,1023,9,10,0,2010102809,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,14,1019,9,10,0,2010102812,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,13,1018,6,7,0,2010102815,0,0,0,0,0,0,0,0,0,1,0,0
18,0,0,14,1020,5,11,0,2010102818,0,0,0,0,0,0,0,0,0,1,0,0
18,0,0,16,1020,5,11,0,2010102821,0,0,0,0,0,0,0,0,0,1,0,0
18,0,0,19,1021,6,11,0,2010102900,0,0,0,0,0,0,0,0,0,1,0,0
17,0,0,23,1022,7,12,0,2010102903,0,0,0,0,0,0,0,0,0,1,0,0
